english_caption,bengali_caption
a group of kids have a pillow-fight .,বাচ্চাদের দল বালিশ নিয়ে খেলছে
a group of young children playing pillow fight on a bed .,বিছানার উপর শিশুদের দল বালিশ যুদ্ধ খেলছে ।
children having a pillow fight .,বাচ্চারা বালিশের লড়াই খেলছে।
four children are having a pillow fight .,চার শিশু মিলে বালিশ যুদ্ধ করছে ।
two constructions workers sit on a beam taking a break .,নির্মাণাধীন স্থাপত্যের দুইজন কর্মী কড়িকাঠে বসে জিরিয়ে নিচ্ছে ।
two construction workers are sitting up on the side of a building .,দালানের পাশে দুজন নির্মাণশ্রমিক বসে আছে
two construction workers sitting on an i-beam .,দুজন নির্মাণ কর্মী কড়িকাঠের উপর বসে আছে ।
two construction workers take a seat on a steel beam .,দুইজন নির্মাণ শ্রমিক একটি ইস্পাতের দন্ডের উপর বসে আছে।
two men take a break from construction .,দুজন পুরুষ নির্মাণ কাজ থেকে বিরতি নেন।
the children are playing in the water .,শিশুরা পানিতে খেলছে ।
"two boys , one with a yellow and orange ball , play in some water in front of a field .","দুটি ছেলে, একজন হাতে হলুদ-কমলা রঙের বল নিয়ে, মাঠের সামনে পানিতে খেলছে"
two boys play in a puddle .,দুটি বালক কর্দমাক্ত ক্ষুদ্র ডোবায় খেলছে ।
two children play with a balloon in mud on a sunny day .,একটি রৌদ্রময় দিনে দুই শিশু একটি বেলুন নিয়ে কাদার মধ্যে খেলে
two kids are running and playing in some water .,দুটি বাচ্চা কিছু জলে দৌড়াচ্ছে এবং খেলছে।
a blond woman in a blue shirt appears to wait for a ride .,একজন নীল পোশাক পরিহিত সোনালী চুলের নারী তার বাহনের জন্য অপেক্ষা করছেন ।
a blond woman is on the street hailing a taxi .,একজন স্বর্ণকেশী মহিলা রাস্তায় একটি ট্যাক্সি থামানোর চেষ্টা করছেন
"a woman is signaling is to traffic , as seen from behind .",পেছন থেকে দেখা যাচ্ছে একজন মহিলা ট্র্যাফিক সিগন্যাল দিচ্ছে ।
