,id,translation
149,149,"{'en': 'there is a skyscraper in the distance with a man walking in front of the camera .', 'bn': 'অতি উচ্চ অট্টালিকাটির ছবি তুলতে চিত্রগাহকের বাঁধা হয়ে দাঁড়িয়ে আছেন লোকটি।'}"
150,150,"{'en': 'a boy bites hard into a treat while he sits outside .', 'bn': 'ছোট ছেলেটি বাইরে বসে পিৎজা খাচ্ছে'}"
151,151,"{'en': 'a child biting into a baked good .', 'bn': 'একটি শিশু একটি শেঁকা খাবারে কামড় দিচ্ছে ।'}"
152,152,"{'en': 'a small boy putting something in his mouth with both hands .', 'bn': 'ছোট একটি ছেলে দুই হাত দিয়ে মুখে কিছু একটা দিচ্ছে'}"
153,153,"{'en': 'the boy eats his food outside at the table .', 'bn': 'ছেলেটি বাইরে খাবার টেবিলে খাবার খায়।'}"
154,154,"{'en': 'the boy is eating pizza over a tin dish .', 'bn': 'বালকটি টিনের ডিসে পিজ্জা খাচ্ছে ।'}"
155,155,"{'en': 'people sit on the mountainside and check out the view .', 'bn': 'কয়েকজন লোক পাহাড়ের কিনারায় বসে প্রকৃতিররূপ দেখছে'}"
156,156,"{'en': 'three people are on a hilltop overlooking a green valley .', 'bn': 'পাহাড়চূড়া থেকে তিনজন ব্যক্তি একটি সবুজ উপত্যকা দর্শন করছে ।'}"
157,157,"{'en': 'three people hang out on top of a big hill .', 'bn': 'বড় একটি পাহাড়ের ওপর তিনজন লোক আড্ডা দিচ্ছে'}"
158,158,"{'en': 'three people overlook a green valley .', 'bn': 'তিনজন লোক একটি সবুজ উপত্যকা উপেক্ষা করে।'}"
159,159,"{'en': 'three people rest on a ledge above the moutains .', 'bn': 'তিন ব্যাক্তি পাহাড়ের উপর বিশ্রাম করছে।'}"
160,160,"{'en': 'a boy in a green shirt is looking down at many inflatable boats .', 'bn': 'সবুজ পোশাক পরিহিত একটি বালক নিচে ভাসমান নৌকাসমূহের দিকে তাকিয়ে আছে ।'}"
161,161,"{'en': 'a boy in a green shirt watches kayakers .', 'bn': 'সবুজ শার্ট পড়া একটি ছেলে কায়াকারদেরকে দেখছে'}"
162,162,"{'en': 'a boy looks over a railing at the many boats and rafts below in the water .', 'bn': 'একটি ছেলে বেড়ার উপর থেকে নিচে তাকিয়ে অনেকগুলো নৌকা এবং ভেলা দেখছে।'}"
163,163,"{'en': 'a young boy overlooking a crowd of inflatable boats .', 'bn': 'একটি ছোট বালক ভাসমান নৌকার জনতাকে দেখছে ।'}"
164,164,"{'en': 'a young boy wearing a jersey looks down over a ledge at many boats in the water .', 'bn': 'জার্সি পরিহিত বালকটি কৌতুহল নিয়ে পানিতে ভাসমান নৌকাগুলোর দিকে তাকিয়ে আছে।'}"
165,165,"{'en': 'a man and woman pose for the camera while another man looks on .', 'bn': 'একজন নারী এবং পুরুষ ছবি তুলছে,এমন অবস্থায় একজন লোক পেছন থেকে তাদের দেখছে ।'}"
166,166,"{'en': 'a man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .', 'bn': 'কিছু দালানের সামনে একটি লোক একজন মহিলার হাত মুখের সামনে ধরে আছে এবং আরেক লোক সেদিকে তাকিয়ে আছে'}"
167,167,"{'en': 'a multiracial couple posing for a picture', 'bn': 'একটি বহু-সংস্কৃত দম্পতি একটি ছবির জন্য পোজ দিচ্ছেন।'}"
168,168,"{'en': 'asian man and blond woman holding hands outdoors , man in background watches .', 'bn': 'এশিয়ান পুরুষ এবং স্বর্ণকেশী মহিলা বাইরে হাত ধরে আছে এবং পিছনের লোকটি তাদেরকে দেখছে।'}"
169,169,"{'en': 'guy in blue shirt biting hand of girl in black striped jacket while another guy watches', 'bn': 'নীল শার্ট পড়া লোক কালো ডোরাকাটা জ্যাকেটের মহিলা কামরাচ্ছে যখন আরেকজন লোক দেখছে ।'}"
170,170,"{'en': 'a person eats takeout while watching a small television .', 'bn': 'একজন ব্যক্তি ছোট একটি টেলিভিশন দেখছে,সাথে বাইরে থেকে কিনে বাসায় আনা খাবার খাচ্ছে ।'}"
171,171,"{'en': 'a person sits on the floor and eats in front of a television .', 'bn': 'মেঝেতে টিভির সামনে বসে এক ব্যক্তি খাচ্ছে'}"
172,172,"{'en': 'a television with a picture of a girl on it .', 'bn': 'একটি টেলিভিশন এবং তার মধ্যে একটি মেয়ের ছবি ভাসছে।'}"
173,173,"{'en': 'a young man sits on the floor by the television with a fast food meal in front of him .', 'bn': 'টেলিভিশনের সামনে ফাস্ট ফুড খাবার নিয়ে মেঝেতে বসে আছে এক যুবক।'}"
174,174,"{'en': 'someone is laying in front of the tv eating food .', 'bn': 'কেউ টিভির সামনে হেলান দিয়ে খাবার খাচ্ছে ।'}"
175,175,"{'en': 'a couple of several people sitting on a ledge overlooking the beach', 'bn': 'কয়েকজন ব্যক্তি শৈলশিরার উপর বসে থেকে সমুদ্রসৈকত পর্যবেক্ষণ করছে ।'}"
176,176,"{'en': 'a group of people sit on a wall at the beach .', 'bn': 'সমুদ্র সৈকতের দেয়ালে কিছু লোক বসে আছে'}"
177,177,"{'en': 'a group of teens sit on a wall by a beach .', 'bn': 'একদল কিশোরীরা সৈকতের ধারে একটি দেয়ালে বসেছিল।'}"
178,178,"{'en': 'crowd of people at the beach .', 'bn': 'সৈকতে লোকের ভিড়।'}"
179,179,"{'en': 'several young people sitting on a rail above a crowded beach .', 'bn': 'কিছু তরুণ তরুণী একটি জনবহুল সৈকতে একটি পাটাতনের উপর বসে আছেন ।'}"
180,180,"{'en': 'a boy takes a jump on his skateboard while another boy with a skateboard watches .', 'bn': 'একটি বালক তার স্কেটবোর্ডের সাহায্যে লাফ দিচ্ছে ,এমন সময় স্কেটবোর্ড হাতে একটি বালক তাকে দেখছে ।'}"
181,181,"{'en': 'a child is performing a skateboard trick while another child with a skateboard leans on a wall .', 'bn': 'একটি শিশু স্কেটবোর্ড নিয়ে কারিকুরি দেখাচ্ছে আর আরেকটি শিশু স্কেটবোর্ড নিয়ে দেয়ালে ঝুঁকে আছে'}"
182,182,"{'en': 'a little boy skateboarder is doing a trick on his board while another young skateboarder watches .', 'bn': 'যখন একটি ছোট ছেলে-স্কেটবোর্ডার একটি চাতুরী করছে তখন অন্য এক তরুণ স্কেটবোর্ডার তা দেখছে।'}"
183,183,"{'en': 'a young boy skateboarder jumping on a platform on a skateboard .', 'bn': 'একজন তরুণ স্কেটবোর্ডার তার স্কেটবোর্ড নিয়ে একটি সমতল স্থানে লাফ দিচ্ছে।'}"
